recorded_at,device_name,power_kwh,water_m3,gas_m3
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1018,270
2025-04-11 10:34:25,1018,270
2025-04-11 10:34:25,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,270
2025-04-11 10:34:26,1018,271
2025-04-11 10:34:26,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:27,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1018,271
2025-04-11 10:34:28,1019,271
2025-04-11 10:34:28,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:29,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:30,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:31,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1019,271
2025-04-11 10:34:32,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:33,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:34,1018,271
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:35,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:36,1018,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:37,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:38,1019,270
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:39,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:40,1019,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:41,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:42,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:43,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:44,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:45,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:46,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:47,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:48,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:49,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:50,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:51,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:52,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:53,1018,269
2025-04-11 10:34:54,1018,269
2025-04-11 10:34:54,1018,269
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:54,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:55,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:56,1018,268
2025-04-11 10:34:57,1018,268
2025-04-11 10:34:57,1018,268
2025-04-11 10:34:57,1018,268
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:57,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:58,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:34:59,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:00,1018,266
2025-04-11 10:35:01,1018,266
2025-04-11 10:35:01,1018,266
2025-04-11 10:35:01,1018,266
2025-04-11 10:35:01,1018,266
2025-04-11 10:35:01,1018,266
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:01,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:02,1018,265
2025-04-11 10:35:03,1018,265
2025-04-11 10:35:03,1018,265
2025-04-11 10:35:03,1018,265
2025-04-11 10:35:03,1018,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:03,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:04,1017,265
2025-04-11 10:35:05,1017,265
2025-04-11 10:35:05,1017,265
2025-04-11 10:35:05,1017,265
2025-04-11 10:35:05,1017,265
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:05,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:06,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:07,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:08,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:09,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
